title,company,location,link
,,,https://in.linkedin.com/jobs/view/business-analyst-business-finance-at-swiggy-4228309884?position=1&pageNum=0&refId=wwRms7PjspLNOAIM1hBEMA%3D%3D&trackingId=RlAr%2FU0MqyCiv6hCz5VEFg%3D%3D
,,,https://in.linkedin.com/jobs/view/data-scientist-at-hdfc-bank-4231292721?position=2&pageNum=0&refId=wwRms7PjspLNOAIM1hBEMA%3D%3D&trackingId=pjGYiGQZ9CLce0xIqp6MZA%3D%3D
,,,https://in.linkedin.com/jobs/view/risk-analyst-at-phonepe-4206510242?position=3&pageNum=0&refId=wwRms7PjspLNOAIM1hBEMA%3D%3D&trackingId=IGwvx0xsb4aR4ERh53Th4Q%3D%3D
,,,https://in.linkedin.com/jobs/view/python-developer-at-infosys-4217397513?position=4&pageNum=0&refId=wwRms7PjspLNOAIM1hBEMA%3D%3D&trackingId=xteiO2llRPc33yypICCiqw%3D%3D
,,,https://in.linkedin.com/jobs/view/python-developer-at-infosys-4216805858?position=5&pageNum=0&refId=wwRms7PjspLNOAIM1hBEMA%3D%3D&trackingId=ndLunnHARBbXBv%2BUbOQZzA%3D%3D
,,,https://in.linkedin.com/jobs/view/people-analytics-data-science-at-deloitte-4230540508?position=6&pageNum=0&refId=wwRms7PjspLNOAIM1hBEMA%3D%3D&trackingId=MNnyMFblLA%2Fh3QCPBW1fBQ%3D%3D
,,,https://in.linkedin.com/jobs/view/data-scientist-at-genpact-4224659344?position=7&pageNum=0&refId=wwRms7PjspLNOAIM1hBEMA%3D%3D&trackingId=hZpFoSYRStRUV4QItdDtgw%3D%3D
,,,https://in.linkedin.com/jobs/view/ai-ml-at-infosys-4218976284?position=8&pageNum=0&refId=wwRms7PjspLNOAIM1hBEMA%3D%3D&trackingId=GwqedMQviLS%2BY6pVgNCdRQ%3D%3D
,,,https://in.linkedin.com/jobs/view/data-scientist-at-zs-4226874462?position=9&pageNum=0&refId=wwRms7PjspLNOAIM1hBEMA%3D%3D&trackingId=0j88hbNoRufIUoC0XGSwXw%3D%3D
,,,https://in.linkedin.com/jobs/view/data-analyst-at-lenovo-4226945799?position=10&pageNum=0&refId=wwRms7PjspLNOAIM1hBEMA%3D%3D&trackingId=FAhBo%2Fng7p9EwWCr6mxdwA%3D%3D
